Hauptartikelnr;Artikelname;Hersteller;Beschreibung;Materialangaben;Geschlecht;Produktart;?rmel;Bein;Kragen;Herstellung;Taschenart;Grammatur;Material;Ursprungsland;Bildname
Z510;Hydra Plus 2000;Russell;Nylon Taslon, Wasserdichtes Gewebe bis 2.000 mm (PU-Beschichtung), kritische N?hte verschweisst, Atmungsaktiv: 2000 g/m? in 24 Stunden, Im Kragen integrierte 3-teilige Kapuze, Komplett gef?ttert mit gef?ttertem Innenkragen und gef?tterten Taschen mit Rei?verschluss, Raglan?rmel mit vorgeformter Ellbogenpartie, YKK-Rei?verschluss und doppelte Regenblende mit zus?tzlicher Klettbandschlie?e, Kordelzug im Saum, Integrierte Handy-Tasche, Mit Veredelungszugang;100% Nylon;Herren;Jacken;Langarm;;Mit Kapuze;Konventionell;;190 g/m?;;CN;z510.jpg
Z510F;Ladies Hydra Plus 2000;Russell;Nylon-Taslon, Wasserdichtes Gewebe bis 2.000 mm (PU-Beschichtung), kritische N?hte verschwei?t, Atmungsaktiv: 2000 g/m? in 24 Stunden, Im Kragen integrierte 3-teilige Kapuze, Komplett gef?ttert mit einem gef?ttertem Innenkragen und gef?tterten Taschen mit Rei?verschluss, Raglan?rmel mit vorgeformter Ellenbogenpartie, YKK-Rei?verschluss und doppelte Regenblende mit zus?tzlicher Klettbandschlie?e, Kordelzug im Saum, Integrierte Handy-Tasche, Mit Veredelungszugang;100% Nylon;Damen;Jacken;Langarm;;Mit Kapuze;Konventionell;;190 g/m?;Nylon;CN;z510f.jpg
Z520;Sports Shell 5000 Jacket;Russell;Wasserdichtes Gewebe bis 5.000 mm (verschwei?te, feuchtigkeitsableitende Membran), Atmungsaktiv 5000 g/m? in 24 Stunden, 100% winddicht, Gewebeoberfl?che mit Abperleffekt (DWR-Beschichtung), Ergonomische Form, Stretchmaterial und vorgeformte Ellbogen f?r maximale Bewegungsfreiheit, Modische Eins?tze am Unterarm, Verschwei?te, lasergeschnittene ?rmel-und Brusttaschen mit wasserdichten Rei?verschl?ssen, YKK-Rei?verschluss vorne, Innentasche f?r MP3-Player, Verstellbare ?rmelabschl?sse, Mesh Futter vorn mit Verdelungszugang;Au?en: 100% Polyester, Futter: 100% Polyester;Herren;Jacken;Langarm;;Stehkragen;Konventionell;;250 g/m?;Soft Shell;CN;z520.jpg
Z520F;Ladies Sports Shell 5000 Jacket;Russell;Wasserdichtes Gewebe bis 5.000 mm (verschwei?te, feuchtigkeitsableitende Membran ), Atmungsaktiv 5.000 g/m? in 24 Stunden, 100% winddicht, Gewebeoberfl?che mit Abperleffekt (DWR-Beschichtung), Stretchmaterial und vorgeformte Ellenbogen f?r maximale Bewegungsfreiheit, Modische Eins?tze am Unterarm, Verschwei?te und lasergeschnittene ?rmel- und Brusttaschen mit wasserdichten Rei?verschl?ssen, Mesh Futter vorn mit Verdelungszugang, Innentasche f?r MP3-Player, Verstellbare ?rmelabschl?sse;Au?en: 100% Polyester, Futter: 100% Polyester;Damen;Jacken;Langarm;;Stehkragen;Konventionell;;250 g/m?;Soft Shell;CN;z520f.jpg
Z539;Poloshirt 65/35;Russell;Ringgesponnene Baumwolle, Einzigartige Doppelgarn-Konstruktion, Flachstrick-Kragen und -B?ndchen, Nackenband, Verst?rkte Schulternaht, Ersatzknopf in der Seitennaht, Doppelnaht am Bund, Exzellente Produkteigenschaften auch nach h?ufigem Waschen und Tragen, Feiner Piqu?stoff f?r hervorragende Veredelung;65% Polyester / 35% Baumwolle;Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;210 g/m?, 215 g/m?;Polyestergemisch;BD;z539.jpg
Z539F;Ladies Poloshirt 65/35;Russell;Ringgesponnene Baumwolle, Einzigartige Doppelgarn-Konstruktion, Seitenschlitze f?r hohe Bequemlichkeit, Nackenband, Verst?rkte Schulternaht, Ersatzknopf in der Seitennaht, Doppelnaht am Bund, 2-Knopfleiste mit farblich abgestimmten Kn?pfen, Gerade ?rmel mit Sto?kantenverst?rkung (Zweinadeltechnik), Feiner Piqu?stoff f?r hervorragende Veredelung;65% Polyester / 35% Baumwolle;Damen;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;210 g/m?, 215 g/m?;Polyestergemisch;BD;z539f.jpg
Z539K;Kids Poloshirt 65/35;Russell;Ringgesponnene Baumwolle, Feiner Piqu?stoff, hervorragend f?r die Veredelung geeignet, 2-Knopfleiste mit farblich abgestimmten Kn?pfen, Nackenband, Einzigartige Doppelgarn-Konstruktion, Ersatzknopf in der Seitennaht, Verst?rkte Schulternaht, Doppelnaht am Bund, Namens-Etikett;65% Polyester / 35% Baumwolle;Kinder;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;210 g/m?, 215 g/m?;Polyestergemisch;BD;z539k.jpg
Z566;Mens Stretch Polo;Russell;Wunderbar weicher Griff - Figurnah - Farblich abgesetzte Kn?pfe - Kurze Kragenform - Einfarbige Schulterpaspel entlang der nach vorn gelegten Schulternaht - K?rzere Seitenschlitze in Fischgr?toptik;95% Baumwolle / 5% Elasthan;Herren;Poloshirts;Kurzarm;;;;;210 g/m?;Baumwollgemisch;BD;z566.jpg
Z566F;Ladies Stretch Polo;Russell;"Baumwoll-Piqu? mit Elasthan-Anteil, 4er-Leiste mit kontrastierenden Kn?pfen, femininer Schnitt, schmale ?rmel, Seitenschlitze, Midweight / mittelschwerer Stoff
";95% Baumwolle / 5% Elasthan;Damen;Poloshirts;Kurzarm;;Knopfleiste;;;210 g/m?;Baumwollgemisch;BD;z566f.jpg
Z569;Men?s Classic Cotton Polo;Russell;"klassisches Baumwoll-Piqu?, 2er-Leiste mit Ton-in-Ton Kn?pfen, legerer; komfortabler Schnitt, weite Set-in-?rmel (Naht an der Schulter), gerippte B?ndchen, Seitenschlitze, kein verl?ngertes R?ckenteil, Midweight / mittelschwerer Stoff";100% Baumwolle (Light Oxford: 93% Baumwolle / 7% Polyester);Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;195 g/m?, 200 g/m?;Baumwolle;KH;z569.jpg
Z569F;Ladies Classic Cotton Polo;Russell;"klassiches Baumwoll-Piqu?, 2er-Leiste mit Ton-in-Ton Kn?pfen, schmaler; femininer Schnitt, leicht angeschnittene ?rmel, Seitenschlitze, Midweight / mittelschwerer Stoff
";100% Baumwolle;Damen;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;195 g/m?, 200 g/m?;Baumwolle;KH;z569f.jpg
Z569L;Longsleeve Classic Cotton Polo;Russell;Gek?mmte und ringgesponnene Baumwolle, Doppelnaht am Bund, Flachstrick-Kragen, Nackenband, Ersatzknopf in der Naht, Piqu?-Material, Einfach gerippte B?ndchen, Verst?rkte Schulternaht, Seitenschlitze, 2-Knopfleiste mit farblich abgestimmten Kn?pfen;100% Baumwolle (Light Oxford: 93% Baumwolle / 7% Polyester);Herren;Poloshirts;Langarm;;Knopfleiste;Konventionell;;195 g/m?, 200 g/m?;Baumwolle;KH;z569l.jpg
Z575N;Hooded Sweatshirt;Russell;Gek?mmte, ringgesponnene Baumwolle, Gerader Schnitt f?r ein modernes Erscheinungsbild, Modisch flaches Zugband, Zugband-F?hrung in der doppelschichtigen Kapuze, Nackenband in Fischgr?toptik, K?ngurutasche mit Bar-Tack Riegeln;50% Baumwolle / 50% Polyester ( Light Oxford: 53% Polyester/ 47% Baumwolle);Herren;Pullover;Langarm;;Mit Kapuze;;;295 g/m?;Baumwollgemisch;PK;z575n.jpg
Z575NK;Children?s Hooded Sweatshirt;Russell;Gek?mmte und ringgesponnene Baumwolle, Schultern, ?rmel und Bund in zeitgem??em Schnitt, Gerader Schnitt, Doppellagige Kapuze, Nackenband in Fischgr?t-Optik, K?ngurutasche mit Bar-Tack Riegeln;50%  Baumwolle / 50% Polyester (Light Oxford: 53% Polyester / 47% Baumwolle);Kinder;Pullover;Langarm;;Mit Kapuze;;;295 g/m?;Baumwollgemisch;PK;z575nk.jpg
Z577;Men?s Ultimate Cotton Polo;Russell;"Gek?mmte, ringgesponnene Baumwolle, Nackenband in Fischgr?toptik, Seitenschlitze mit innenseitiger Verst?rkung in Fischgr?toptik, Dichtes ""Double-Tuck""-Piqu?, Verst?rkte Schulternaht, 3-Knopfleiste mit Ton-in-Ton-Kn?pfen, Vorgekrumpft f?r hohe Formbest?ndigkeit, Doppelnaht am Bund, Ersatzknopf in der Naht, Flachstrick-?rmelb?ndchen, Waschbar bis 60� C";100% Baumwolle;Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;210 g/m?, 215 g/m?;Baumwolle;BD;z577.jpg
Z577F;Ladies? Ultimate Cotton Polo;Russell;"Gek?mmte, ringgesponnene Baumwolle, Nackenband in Fischgr?toptik, Seitenschlitze mit innenseitiger Verst?rkung in Fischgr?toptik, Dichtes ""Double-Tuck""-Piqu?, Verst?rkte Schulternaht, 2-Knopfleiste mit Ton-in-Ton-Kn?pfen, Vorgekrumpft f?r hohe Formbest?ndigkeit, Doppelnaht am Bund, Ersatzknopf in der Naht, Waschbar bis 60� C";100% Baumwolle;Damen;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;210 g/m?, 215 g/m?;Baumwolle;BD;z577f.jpg
Z599;Strapazierf?higes Poloshirt 599;Russell;"strapazierf?higes Polyester-Baumwoll-Piqu?, 2er-Leiste mit Ton-in-Ton Kn?pfen, legerer; komfortabler Schnitt, weite Set-in-?rmel (Naht an der Schulter), Kragen und B?ndchen mit doppelten Struktutstreifen, gerippte B?ndchen, Seitenschlitze, kein verl?ngertes R?ckenteil, Midweight / mittelschwerer Stoff, waschbar bis 60�C
";65% Polyester / 35% Baumwolle;Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;Wei?: 210 g/m?, farbig: 215 g/m?;Polyestergemisch;BD;z599.jpg
Z599K;Kids Poloshirt;Russell;Strapazierf?higes Piqu?-Poloshirt aus Mischgewebe, Ringgesponnene Baumwolle, Verst?rkte Schulternaht, Doppelnaht am Bund, Waschbar bis 60� C, Doppelte Strukturstreifen an Kragen und B?ndchen, Ersatzknopf in der Naht, Nackenband, Namens-Etikett;65% Polyester / 35% Baumwolle;Kinder;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;210 g/m?, 215 g/m?;Polyestergemisch;BD;z599k.jpg
Z710;Strickpullover V-Neck;Russell;Pflegeleichtes CottonBlend TM Material, das die leichten, k?hlenden Trageeigenschaften von Baumwolle mit der Weichheit, W?rme und Unempfindlichkeit von Polyacryl verbindet, Elasthan im Bund und an den ?rmelb?ndchen h?lt die Form und sorgt f?r einen gepflegten Look, Zeitgem??er Schnitt, In weitem Gr??enspektrum verf?gbar, Waschbar bis 40� C und trocknergeeignet, schnell trocknend und pflegeleicht;50 % Baumwolle / 50% Polyacryl;Herren;Pullover;Langarm;;V-Ausschnitt;Konventionell;;275 g/m?;Baumwollgemisch;BD;z710.jpg
Z710F;Ladies? V-Neck Knitted Pullover;Russell;Pflegeleichtes CottonBlend? Material welches die leichten Trageeigenschaften von Baumwolle mit der Weichheit und W?rme sowie Unempfindlichkeit von Polyacryl verbindet, Elasthan im Bund und an den ?rmelb?ndchen h?lt die Form und sorgt f?r einen gepflegten Look, Zeitgem?sser Schnitt, In weitem Gr??enspektrum verf?gbar, Waschbar bis 40� C und trocknergeeignet, schnell trocknend und pflegeleicht;50% Baumwolle / 50% Polyacryl;Damen;Pullover;Langarm;;V-Ausschnitt;Konventionell;;275 g/m?;Baumwollgemisch;BD;z710f.jpg
Z715F;Ladies? V-Neck Knitted Cardigan;Russell;Pflegeleichtes CottonBlend? Material welches die leichten Trageeigenschaften von Baumwolle mit der Weichheit und der W?rme sowie der Unempfindlichkeit von Poloyacryl verbindet, Elasthan im Bund und an den ?rmelb?ndchen h?lt die Form und sorgt f?r einen gepflegten Look, Zeitgem?sser Schnitt mit farblich abgestimmten Kn?pfen, Ersatzknopf, In weitem Gr??enspektrum verf?gbar, Waschbar bis 40� C und trocknergeeignet, schnell trocknend und pflegeleicht;50% Baumwolle / 50% Polyacryl;Damen;Pullover;Langarm;;Knopfleiste;Konventionell;;275 g/m?;;BD;z715f.jpg
Z716;Men?s V-Neck Sleeveless Knitted Pullover;Russell;Cotton Blend?, Dieser klassische und pflegeleichter Pullunder mit V-Ausschnitt ?berzeugt durch seinen schicken Schnitt, Elasthan im Bund und an den Armausschnitten h?lt die Form und sorgt f?r einen gepflegten Look, Zeitgem?sser Schnitt, In weitem Gr??enspektrum verf?gbar, Waschbar bis 40� C und trocknergeeignet, schnell trocknend und pflegeleicht, Ideal kombinierbar mit Hemd oder Poloshirt;50% Baumwolle / 50% Polyacryl;Herren;Pullover;?rmellos;;V-Ausschnitt;Konventionell;;275 g/m?;Baumwollgemisch;BD;z716.jpg
Z750;Sweathose;Russell;Gek?mmte, ringgesponnene Baumwolle, Klassische Sweathose, Elastischer Bund mit Zugband, B?ndchen am Beinabschluss, Seitentaschen;50%  Baumwolle / 50% Polyester;Herren;Jogginghosen;;Lang;;Konventionell;;295 g/m?;Baumwollgemisch;PK;z750.jpg
Z750K;Kids Sweathose;Russell;Gek?mmte und ringgesponnene Baumwolle, Klassische Sweathose f?r Kinder, Elastische Bund-und Beinabschl?sse, Ohne Zugband, Seitentaschen;50% Baumwolle / 50% Polyester;Kinder;Jogginghosen;;Lang;;Konventionell;;295 g/m?;Baumwollgemisch;PK;z750k.jpg
Z762;Raglan-Sweatshirt;Russell;Gek?mmte, ringgesponnene Baumwolle, Innen angeraut, Schlauchwarenausf?hrung f?r hohe Formbest?ndigkeit, Fleckenabweisende SpotShield? -Beschichtung zum Schutz des Materials, Gerippte Einfassung mit Elasthan an Bund und ?rmelb?ndchen, Nackenband in Fischgr?t-Optik, Decknahteinfassung am Armansatz;50% Baumwolle / 50% Polyester (Light Oxford: 53% Polyester / 47% Baumwolle);Herren;Pullover;Langarm;;Rundhals;Konventionell;;295 g/m?;Baumwollgemisch;PK;z762.jpg
Z762K;Kids Raglan-Sweatshirt;Russell;Gek?mmte, ringgesponnene Baumwolle, Innen angeraut, Fleckenabweisende SpotShield? -Beschichtung zum Schutz des Materials, Schlauchwaren-Ausf?hrung f?r hohe Formbest?ndigkeit, Gerippte Einfassung mit Elasthan an Bund und ?rmelb?ndchen, Nackenband in Fischgr?t-Optik, Namens-Etikett;50% Baumwolle / 50% Polyester (Light Oxford: 53% Polyester / 47% Baumwolle);Kinder;Pullover;Langarm;;Rundhals;Konventionell;;295 g/m?;Baumwollgemisch;PK;z762k.jpg
Z8700;Outdoor Fleece Full-Zip;Russell;Das dichte und kompakte Fleece-Material sorgt f?r minimalen W?rmeverlust, Extrem glatte Oberfl?che, Kadettkragen, Kordelzug im Saum, Modularer Schnitt f?r beste Passform, Antipilling-Fleece, Seitentaschen mit umgekehrten Rei?verschl?ssen und Futter aus Netzgewebe;100% Polyester;Herren;Jacken;Langarm;;;Konventionell;;320 g/m?;Fleece;CN;z8700.jpg
Z8700F;Ladies Outdoor Fleece Full-Zip;Russell;Das dichte und kompakte Fleece-Material sorgt f?r minimalen W?rmeverlust, Extrem glatte Oberfl?che, Kadettkragen, Kordelzug im Saum, Modularer Schnitt f?r beste Passform, Antipilling-Fleece, Seitentaschen mit umgekehrten Rei?verschl?ssen und Futter aus Netzgewebe;100% Polyester;Damen;Jacken;Langarm;;;Konventionell;;320 g/m?;Fleece;CN;z8700f.jpg
Z8700K;Kinder Outdoor Fleece Jacket;Russell;Antipilling-Fleece, Das dichte und kompakte Fleece-Material sorgt f?r minimalen W?rmeverlust, Kadettkragen, Seitentaschen mit umgekehrten Rei?verschl?ssen und Futter aus Netzgewebe, Modularer Schnitt f?r beste Passform;100% Polyester;Kinder;Sweatjacken;Langarm;;;Konventionell;;320 g/m?;Fleece;CN;z8700k.jpg
Z8720;Fleece Gilet;Russell;Extrem glatte Oberfl?che, Antipilling Fleece, Kadettkragen, Kordelzug im Saum, Modularer Schnitt f?r beste Passform, Seitentaschen mit umgekehrten Rei?verschl?ssen und Futter aus Netzgewebe, Das dichte und kompakte Fleecmaterial sorgt f?r minimalen W?rmeverlust;100% Polyester;Herren;Westen;?rmellos;;;Konventionell;;320 g/m?;Fleece;CN;z8720.jpg
Z8720F;Ladies Fleece-Gilet;Russell;Extrem glatte Oberfl?che, Antipilling Fleece, Kadettkragen, Kordelzug im Saum, Modularer Schnitt f?r beste Passform, Seitentaschen mit umgekehrten Rei?verschl?ssen und Futter aus Netzgewebe, Das dichte und kompakte Fleecmaterial sorgt f?r minimalen W?rmeverlust;100% Polyester;Damen;Westen;?rmellos;;Stehkragen;Konventionell;;320 g/m?;Fleece;CN;z8720f.jpg
Z8740;Outdoor Fleece 1/4-Zip;Russell;Extrem glatte Oberfl?che, Kadettkragen, Antipilling-Fleece, Kordelzug im Saum, Modularer Schnitt f?r beste Passform, Seitentaschen mit umgekehrten Rei?verschl?ssen und Futter aus Netzgewebe, Das dichte und kompakte Fleece-Material sorgt f?r minimalen W?rmeverlust;100% Polyester;Herren;Pullover;Langarm;;1/4-Rei?verschluss;Konventionell;;320 g/m?;Fleece;CN;z8740.jpg
Z8740K;Kids Outdoor Fleece 1/4-Zip;Russell;Antipilling-Fleece, Das dichte und kompakte Fleecmaterial sorgt f?r minimalen W?rmeverlust, Kadettkragen, Seitentaschen mit umgekehrten Rei?verschl?ssen und Futter aus Netzgewebe, 1/4-Rei?verschluss, Modularer Schnitt f?r beste Passform;100% Polyester;Kinder;Pullover;Langarm;;1/4-Rei?verschluss;Konventionell;;320 g/m?;Fleece;CN;z8740k.jpg
Z880;Microfleece Full-Zip;Russell;Antipilling-Microfleece, Stehkragen mit Rei?verschluss-Schutz am Kragen, Doppelnaht am unteren Saum mit Seitenschlitzen, Rei?verschluss-Taschen vorn, Feine Garne sorgen f?r ein besonders dichtes Material das warm h?lt und nicht auftr?gt sowie sich hervorragend besticken l?sst;100% Polyester;Herren;Jacken;Langarm;;;Konventionell;;190 g/m?;Fleece;CN;z880.jpg
Z881;Microfleece 1/4-Zip;Russell;Antipilling-Microfleece, Stehkragen mit kurzem Rei?verschluss, Doppelnaht am unteren Saum mit Seitenschlitzen f?r zus?tzlichen Tragekomfort, Feines Material ideal f?r Bestickungen, Rei?verschluss-Schutz am Kragen, Feine Garne sorgen f?r ein besonders dichtes Material, das warm h?lt und nicht auftr?gt und sich hervorragend besticken l?sst;100% Polyester;Herren;Pullover;Langarm;;1/4-Rei?verschluss;Konventionell;;190 g/m?;Fleece;CN;z881.jpg
Z883F;Ladies Microfleece Full-Zip;Russell;Antipilling-Microfleece, Stehkragen mit Rei?verschluss-Schutz am Kragen, Durchgehender Rei?verschluss, Zwei Seitentaschen mit Rei?verschluss, Feine Garne sorgen f?r ein besonders dichtes Material das warm h?lt und nicht auftr?gt sowie sich hervorragend besticken l?sst;100% Polyester;Damen;Jacken;Langarm;;;;;190 g/m?;Fleece;TH;z883f.jpg
Z916;Lang?rmeliges Twill-Hemd;Russell;Baumwoll-Twill (gek?mmte Baumwolle), Weiches, gepeachtes Material, Legerer Button-Down-Kragen, Brusttasche links, Farblich passendes Nackenband mit Fischgr?tmuster, Dekorative Stofflasche an Schulterpasse und Seitensaumnaht, Abgerundete, doppelt gekn?pfte Manschetten, Abgerundeter Saum, Ersatzkn?pfe;100% Baumwolle;Herren;Hemden;Langarm;;Button-Down-Kragen;Konventionell;;130 g/m?;Baumwolle;LK;z916.jpg
Z916F;Lang?rmelige Twill-Bluse;Russell;Baumwoll-Twill (gek?mmte Baumwolle), Weiches und gepeachtes Material, Gro?z?gig geschnittener Kragen, Farblich passendes Nackenband mit Fischgr?tmuster, Dekorative Stofflasche an Schulterpasse und Seitensaumnaht, Abgerundete und doppelt gekn?pfte Manschette, Abgerundeter Saum, Ersatzknopf;100% Baumwolle;Damen;Blusen;Langarm;;;Konventionell;;130 g/m?;Baumwolle;LK;z916f.jpg
Z917;Kurz?rmeliges Twill-Hemd;Russell;Baumwoll-Twill (gek?mmte Baumwolle), Weiches, gepeachtes Material, Legerer Button-Down-Kragen, Brusttasche links, Farblich passendes Nackenband mit Fischgr?tmuster, Dekorative Stofflasche an Schulterpasse und Seitensaumnaht, Abgerundeter Saum, Ersatzknopf;100% Baumwolle;Herren;Hemden;Kurzarm;;Button-Down-Kragen;Konventionell;;130 g/m?;Baumwolle;LK;z917.jpg
Z917F;Kurz?rmelige Twill-Bluse;Russell;Baumwoll-Twill (gek?mmte Baumwolle), Weiches gepeachtes Material, Gro?z?gig geschnittener Kragen, Farblich passendes Nackenband mit Fischgr?tmuster, Dekorative Stofflasche an Schulterpasse und Seitensaumnaht, Abgerundeter Saum, Ersatzknopf;100% Baumwolle;Damen;Blusen;Kurzarm;;;Konventionell;;130 g/m?;Baumwolle;LK;z917f.jpg
Z918;Herrenhemd mit krempelbaren langen ?rmeln;Russell;Baumwoll-Twill (gek?mmte Baumwolle), Figurbetonter Schnitt, Aufgesetzte Brusttaschen mit Klappe und Knopfverschluss, Halb ausgestellter und gro?z?gig geschnittener Kragen, Knopf an der Au?enseite und Lasche an der ?rmelinnenseite erm?glichen das Aufkrempeln und Befestigen des ?rmels, Eckige und mit zwei Kn?pfen verstellbare Manschette, Saum an der Vorderseite gerade geschnitten und hinten abgerundet, Farblich passendes Nackenband mit Fischgr?tmuster, Farblich passende Fischgr?tlasche an der Seitensaumnaht, Ersatzkn?pfe;100% Baumwolle;Herren;Hemden;Langarm;;;Konventionell;;130 g/m?;Baumwolle;LK;z918.jpg
Z918F;Bluse mit krempelbaren Dreiviertel?rmeln;Russell;Baumwoll-Twill (gek?mmte Baumwolle), Figurbetonter Schnitt, Aufgesetzte Brusttaschen mit Klappe und Knopfverschluss, Gro?z?gig geschnittener Kragen, Knopf an der Au?enseite und Lasche an der ?rmelinnenseite erm?glichen das Aufkrempeln und Befestigen des ?rmels, Eckige Manschetten mit zwei Kn?pfen, Abn?her in der Taille und auf Brusth?he sowie an der Vorderseite und am Saum, Abgerundeter Saum, Farblich passende Fischgr?tlasche an der Seitensaumnaht, Ersatzknopf;100% Baumwolle;Damen;Blusen;3/4-Arm;;;Konventionell;;130 g/m?;Baumwolle;LK;z918f.jpg
Z919;Hemd mit krempelbaren kurzen ?rmeln;Russell;Baumwoll-Twill (gek?mmte Baumwolle), Figurbetonter Schnitt, Aufgesetzte Brusttaschen mit Klappe und Knopfverschluss, Halb ausgestellter und gro?z?gig geschnittener Kragen, Kurzer ?rmel mit Umschlagsaum und Laschenverschluss, Saum an der Vorderseite gerade geschnitten und hinten abgerundet, Farblich passendes Nackenband mit Fischgr?tmuster, Farblich passende Fischgr?tlasche an der Seitensaumnaht, Ersatzknopf;100% Baumwolle;Herren;Hemden;Kurzarm;;;Konventionell;;130 g/m?;Baumwolle;LK;z919.jpg
Z919F;Bluse mit krempelbaren kurzen ?rmeln;Russell;Baumwoll-Twill (gek?mmte Baumwolle), Figurbetonter Schnitt, Aufgesetzte Brusttaschen mit Klappe und Knopfverschluss, Gro?z?gig geschnittener Kragen, Kurze ?rmel mit Umschlagsaum und Laschenverschluss, Abn?her in der Taille und auf Brusth?he sowie an der Vorderseite, Abgerundeter Saum, Farblich passende Fischgr?tlasche an der Seitensaumnaht, Ersatzknopf;100% Baumwolle;Damen;Blusen;Kurzarm;;;Konventionell;;130 g/m?;Baumwolle;LK;z919f.jpg
Z922;Lang?rmeliges Oxford Hemd;Russell;Gek?mmte Baumwolle, Zeitgem?? taillierter Schnitt, Schicke abgerundete, mit zwei Kn?pfen verstellbare Manschetten, wahlweise mit Manschettenkn?pfen tragbar, St?bchenverst?rkter, halb ausgestellter Kragen, Abgerundeter Saum, Ersatzknopf, Pflegeleicht (Easy Care);70% Baumwolle / 30% Polyester;Herren;Hemden;Langarm;;;Konventionell;;130 g/m?, 135 g/m?;Baumwollgemisch;BD;z922.jpg
Z923;Kurz?rmeliges Oxford Hemd;Russell;Gek?mmte Baumwolle, Zeitgem?? taillierter Schnitt, St?bchenverst?rkter, halb ausgestellter Kragen, Abgerundeter Saum, Doppelt umgelegter ?rmelsaum, Ersatzknopf, Pflegeleicht (Easy Care);70% Baumwolle / 30% Polyester;Herren;Hemden;Kurzarm;;;Konventionell;;130 g/m?, 135 g/m?;Baumwollgemisch;BD;z923.jpg
Z924;Lang?rmeliges Popeline Hemd;Russell;Zeitgem?? elegantes Hemdenmodell aus feinem Popeline-Material, Aktueller taillierter Schnitt, Abgerundeter Saum, St?bchenverst?rkter und halb ausgestellter Kragen, Ersatzknopf, Pflegeleicht, Schicke abgerundete, mit zwei Kn?pfen verstellbare Manschetten, wahlweise mit Manschettenkn?pfen tragbar;65% Polyester / 35% Baumwolle;Herren;Hemden;Langarm;;;Konventionell;;110 g/m?, 115 g/m?;Polyestergemisch;BD;z924.jpg
Z924F;Lang?rmelige Popeline Bluse;Russell;Modisch elegantes Blusenmodell aus feinem Popeline-Material, Abn?her vorne und hinten betonen den k?rperbetonten und zeitgem??en Schnitt, Modern abgerundete 2-Knopf-Manschetten, Schick gestaltete Schulterpasse, Verdeckte Knopfleiste, Abgerundeter Saum, Ersatzknopf, Pflegeleicht (Easy Care);65% Polyester / 35% Baumwolle;Damen;Blusen;Langarm;;;Konventionell;;110 g/m?, 115 g/m?;Polyestergemisch;BD;z924f.jpg
