Hauptartikelnr;Artikelname;Hersteller;Beschreibung;Materialangaben;Geschlecht;Produktart;?rmel;Bein;Kragen;Herstellung;Taschenart;Grammatur;Material;Ursprungsland;Bildname
A6756L;Women?s Tri-Blend Deep Scoop 1/2 Sleeve Tee;Anvil;Leicht taillierter Schnitt mit Seitennaht - Tiefer Rundhalsausschnitt mit Einfassung im gleichen Stoff - 1/2 ?rmel und abgerundeter Saum mit Doppelnaht - TearAway-Label - Gek?mmtes, ringgesponnenes Baumwollmischgewebe (Baumwolle/Polyester/Viskose);50% Polyester / 25% Baumwolle / 25% Viskose;Damen;T-Shirts;Kurzarm;;Boat-Neck;;;159 g/m?;Polyestergemisch;HN;a6756l.jpg
A6759;Tri-Blend Full-Zip Hooded Jacket;Anvil;Gek?mmte ringgesponnene Baumwolle, Material 30/1, Hohe Maschendichte f?r glattere Druckoberfl?che, Ungef?tterte Kapuze, Antailliert, Seitennaht, Metallrei?verschluss, Beuteltaschen, Doppelnaht an ?rmeln Saum, Abgesetztes Band, Tear-Away-Label, Schadstoff gepr?ft: ?ko-Tex 100?;;Herren;Pullover;;;Mit Kapuze;;;;Polyestergemisch;HN;a6759.jpg
A6759L;Women?s Tri-Blend Full-Zip Hooded Jacket;Anvil;Gek?mmte ringgesponnene Baumwolle, Material 30/1, Hohe Maschendichte f?r glattere Druckoberfl?che, Ungef?tterte Kapuze, Antaillierte Passform mit Seitennaht, Metallrei?verschluss, Beuteltaschen, Doppelnaht an ?rmeln und rundem Saum, Tear-Away-Label, Schadstoff gepr?ft: ?ko-Tex 100?;;Damen;Pullover;;;Mit Kapuze;;;;Polyestergemisch;HN;a6759l.jpg
A71000;Men?s Crew Neck Sweatshirt;Anvil;Ringgesponnene Baumwolle, Kontrastfarbenes wei?es Nackenband, ca. 2 cm, Halbmond-Patch auf der R?ckseite innen, N?hte mit kontrastbildendem Unterfaden, Schulternaht ca. 5 cm nach vorn versetzt, 1x1 Athletic Strickmaterial mit Elasthan an Arm und Saum, Aufliegende Doppeln?hte an Nacken, Schultern und Bund, Ripp-B?ndchen an Arm, Hals und Saum mit Elasthan;75% Baumwolle / 25% Polyester (Heather Grey: 70% Baumwolle / 30% Polyester);Herren;Pullover;Langarm;;Rundhals;Konventionell;;245 g/m?;Baumwollgemisch;HN;a71000.jpg
A71000FL;Ladies Crew Neck Sweatshirt;Anvil;"Baumwoll-Polyester-Gemisch f?r guten Feuchtigkeitstransport, fein gerippter Rundhals-Ausschnitt, Set-in-?rmel (Naht an der Schulter), breiter; legerer Schnitt, fleeceartiges; sehr flauschiges Innenmaterial, Midweight / mittelschwerer Stoff
";75% Baumwolle / 25% Polyester (Heather Grey: 70% Baumwolle / 30% Polyester);Damen;Pullover;Langarm;;Rundhals;Konventionell;;245 g/m?;Baumwollgemisch;HN;a71000fl.jpg
A71600;Men?s Full Zip Sweatjacket;Anvil;Ringgesponnene Baumwolle, Ungef?tterte Kapuze, Wei?e, runde Zugb?nder, Kontrastfarbiges wei?es Nackenband, ca. 2 cm, Halbmond-Patch auf der R?ckseite innen, Schulternaht ca. 5 cm nach vorn versetzt, Kontrastfarbiger wei?er YKK-Metall-Rei?verschluss, 1x1 Athletic Strick-Material mit Elasthan an Arm und Saum, Doppeln?hte an Nacken, Ripp-B?ndchen an Arm, Hals und Saum mit Elasthan;75% Baumwolle / 25% Polyester (Heather Grey: 70% Baumwolle / 30% Polyester);Herren;Sweatjacken;Langarm;;Mit Kapuze;Konventionell;;245 g/m?;Baumwollgemisch;HN;a71600.jpg
A71600FL;Ladies Full Zip Hooded Sweatjacket;Anvil;Ringgesponnene Baumwolle, Ungef?tterte Kapuze, Wei?e, runde Zugb?nder, Kontrastfarbiges, wei?es Nackenband, ca. 2 cm, Schulternaht ca. 5 cm nach vorn versetzt, Halbmond-Patch auf der R?ckseite innen, Kontrastfarbiger, wei?er YKK-Metall-Rei?verschluss, 1x1 Athletic Strick-Material mit Elasthan, Aufliegende Dreifachn?hte an Nacken, Ripp-B?ndchen an Arm, Hals und Saum mit Elasthan;75% Baumwolle / 25% Polyester (Heather Grey: 70% Baumwolle / 30% Polyester);Damen;Sweatjacken;Langarm;;Mit Kapuze;Konventionell;;245 g/m?;Baumwollgemisch;HN;a71600fl.jpg
A72000;Crewneck French Terry Sweatshirt;Anvil;Ringgesponnenes Baumwoll/Polyester-French-Terry, Kontrastfarbenes graues Nackenband, Vorgezogene Schulterpartie, Gewebtes Label, Innen nicht angeraut, 1x1 Ripp-Strick Manschetten und Bund, Doppeln?hte an Nacken, Schulter und Bund, Vorgeschrumpft;60% Polyester / 40% Baumwolle;Herren;Pullover;Langarm;;Rundhals;Konventionell;;237 g/m?;Baumwollgemisch;HN;a72000.jpg
A72000L;Women?s French Terry Sweatshirt;Anvil;"Polyester-Baumwoll-Gemisch f?r guten Feuchtigkeitstransport, fein gerippter; etwas weiterer; Rundhals-Ausschnitt, Set-in-?rmel (Naht an der Schulter), leicht taillieretr Schnitt, fleeceartiges; sehr flauschiges Innenmaterial (French Terry), Lightweight / leichter Stoff
";60% Polyester / 40% Baumwolle;Damen;Pullover;Langarm;;Rundhals;Konventionell;;237 g/m?;Baumwollgemisch;HN;a72000l.jpg
A72500L;Women?s Crossneck Hooded Sweatshirt;Anvil;Ringgesponnenes Baumwoll/Polyester French Terry, Taillierter Schnitt mit Princess-N?hten, ?berkreuz-Kapuze, Gewebtes Label, K?ngurutasche, 1x1 Ripp-Strick Spandex Manschetten und Bund, 3-fach Stepp an Kapuze, Schulter und Bund, Verst?rkte N?hte an ?rmeln und Saum, Kontrastfarbenes graues Nackenband, Vorgeschrumpft;60% Polyester / 40% Baumwolle;Damen;Pullover;Langarm;;Mit Kapuze;Konventionell;;237 g/m?;Baumwollgemisch;HN;a72500l.jpg
A880;Women?s Fashion Basic Tee;Anvil;Ringgesponnene Baumwolle, Leicht taillierter Schnitt mit Seitenn?hten, Schulter-zu-Schulter Nackenband und ges?umter Kragen, Doppeln?hte an ?rmeln und Saum, Heraustrennbares Label, Vorgeschrumpft;100% Baumwolle (Heather Grey: 90% Baumwolle / 10% Polyester- Heather Blue, Heather Dark Grey: 60% Polyester / 40% Baumwolle);Damen;T-Shirts;Kurzarm;;Rundhals;;;150 g/m?;Baumwolle;BD;a880.jpg
A887L;Women?s Long Sleeve Hooded Tee;Anvil;Ringgesponnene Baumwolle, Kr?ftiger, kontrastfarbener Kordelzug an der Kapuze (Kordelfarbe bei Black, Heather Dark Grey, Navy, White: Dark Grey  Kordelfarbe bei Heather Blue, Heather Green, Heather Purple: Neon Yellow), Leicht taillierte Form mit Seitenn?hten, Doppeln?hte an ?rmeln und Saum, Tear Away Label, Vorgeschrumpft;100% Baumwolle (Heather Dark Grey: 50% Baumwolle / 50% Polyester- Heather Blue, Heather Green, Heather Purple: 60% Polyester / 40% Baumwolle);Damen;T-Shirts;Langarm;;Mit Kapuze;;;150 g/m?;Baumwolle;HN;a887l.jpg
A88VL;Women?s Fashion Basic V-Neck Tee;Anvil;Ringgesponnene Baumwolle, Leicht taillierte Form mit Seitenn?hten, Nackenband, Doppeln?hte an Arm und Saum, Tear Away Label;100% Baumwolle (Heather Grey: 90% Baumwolle / 10% Polyester);Damen;T-Shirts;Kurzarm;;V-Ausschnitt;;;150 g/m?;Baumwolle;HN;a88vl.jpg
A939;Camouflage Tee;Anvil;Ringgesponnene Baumwolle, Doppeln?hte an Hals, ?rmeln und Saum, Pre-shrunk (vorgewaschen), Seitenn?hte und durchgehendes Schulterband, TearAway Label;100% Baumwolle;Herren;T-Shirts;Kurzarm;;Rundhals;Konventionell;;170 g/m?;Baumwolle;BD;a939.jpg
A980;Men?s Fashion Tee;Anvil;Ringgesponnene Baumwolle, Durchgehendes Schulterband, Vorgeschrumpft, Doppeln?hte an Arm und Saum, Schmales 1x1 Ripp-Halsb?ndchen, Heraustrennbares Label;100% Baumwolle (Heather Grey: 90% Baumwolle / 10% Polyester, Heather Blue, Heather Dark Grey, Heather Green, Heather Purple: 60% Polyester / 40% Baumwolle);Herren;T-Shirts;Kurzarm;;Rundhals;Konventionell;;150 g/m?;Baumwolle;BD;a980.jpg
A982;Men?s Fashion V-Neck Tee;Anvil;Doppeln?hte an Arm und Saum, Durchgehendes Schulterband, Pre-Shrunk (vorgewaschen), Ripp-Halseinfassung, Tear Away Label, V-Auschnitt;100% Baumwolle (Heather Grey: 90% Baumwolle / 10% Polyester- Heather Blue, Heather Purple: 60% Polyester / 40% Baumwolle);Herren;T-Shirts;Kurzarm;;V-Ausschnitt;Konventionell;;155 g/m?;Baumwolle;HN;a982.jpg
A986;Fashion Basic Tank;Anvil;Ringgesponnene Baumwolle, Arm- und Krageneinfassung aus gleichem Material in Kontrastfarbe, Doppeln?hte am Saum, Tear Away Label, Vorgeschrumpft;100% Baumwolle (Heather Grey: 90% Baumwolle / 10% Polyester- Heather Blue, Heather Green, Heather Purple: 60% Polyester / 40% Baumwolle);Herren;T-Shirts;?rmellos;;Rundhals;;;150 g/m?;Baumwolle;HN;a986.jpg
A987;Long Sleeve Hooded Tee;Anvil;Ringgesponnene Baumwolle, Kr?ftiger, kontrastfarbener Kordelzug an der Kapuze (Kordelfarbe bei Black, Heather Dark Grey, Navy, White: Dark Grey  Kordelfarbe bei Heather Blue, Heather Green, Heather Purple: Neon Yellow), Leicht taillierte Form mit Seitenn?hten, Doppeln?hte an ?rmeln und Saum, Tear Away Label, Vorgeschrumpft;100% Baumwolle (Heather Blue, Heather Green, Heather Purple: 60% Polyester / 40% Baumwolle- Heather Dark Grey: 50% Baumwolle / 50% Polyester);Herren;T-Shirts;Langarm;;Mit Kapuze;;;150 g/m?;Baumwolle;HN;a987.jpg
A988;Lightweight Ringer Tee;Anvil;Leicht tailliert - R?hrenf?rmiger Schnitt - Einfassung in Kontrastfarbe am Ausschnitt und den ?rmeln - Doppelnaht am Saum - TearAway-Label - Gek?mmte, ringgesponnene Baumwolle - Vorgeschrumpft;100% Baumwolle (Heather Blue, Heather Green, Heather Dark Grey, Heather Purple: 60% Baumwolle / 40% Polyester, Heather Grey: 90% Baumwolle / 10% Polyester);Herren;T-Shirts;Kurzarm;;;;;150 g/m?;Baumwolle;HN;a988.jpg
A990K;Kids Combed Ring Spun T-Shirt;Anvil;Ringgesponnene Baumwolle, Durchgehendes Nackenband und ges?umtes Halsb?ndchen, Doppeln?hte an ?rmeln und Saum, TearAway?-Label, ?ko-Tex? Standard 100, Rundgestrickt150 g/m?100% Baumwolle ( Heather Blue / Heather Green / Heather Purple: 60% Polyester / 40% Baumwolle Heather Grey: 90% Baumwolle / 10% Polyester );100% Baumwolle ( Heather Blue / Heather Green / Heather Purple: 60% Polyester / 40% Baumwolle- Heather Grey: 90% Baumwolle / 10% Polyester );Kinder;T-Shirts;Kurzarm;;Rundhals;Konventionell;;150 g/m?;Baumwolle;BD;a990k.jpg
AA2001;Fine Jersey Crewneck T-Shirt;American Apparel;"Das wohl weichste; geschmeidigste und bestaussehendste Kurzarm-T-Shirt das es gibt!";100% Jersey-Baumwoll Mischung (grau meliert enth?lt 10% Polyester) ;Herren;T-Shirts;Kurzarm;;Rundhals;Fair;;146 g/m? ;Baumwolle;US;aa2001.jpg
AA2007;Fine Jersey Long Sleeve T-Shirt;American Apparel;Der American Apparel Best-Seller in der Langarm-Version.;100% Jersey-Baumwoll Mischung (grau meliert enth?lt 10% Polyester) ;Herren;T-Shirts;Langarm;;Rundhals;Fair;;146 g/m?;Baumwolle;US;aa2007.jpg
AA2102;Fine Jersey Short Sleeve Women's T;American Apparel;Das beliebteste St?ck f?r Frauen und M?dels aus dem Hause American Apparel.;100% Fein-Jersey Baumwoll Gemisch (grau meliert enth?lt 10% Polyester) ;Damen;T-Shirts;Kurzarm;;Rundhals;Fair;;146 g/m? ;Baumwolle;US;aa2102.jpg
AA2456;Fine Jersey V-Neck T-Shirt;American Apparel;"Vermutlich das weichste; smootheste; best aussehendste V-neck T-shirt; das du bekommen kannst. ";100 % Baumwolle (Heather enth?lt 10 % Polyester);Herren;T-Shirts;Kurzarm;;V-Ausschnitt;Fair;;146 g/m?;;;aa2456.jpg
AA5454;California Fleece Raglan;American Apparel;American Apparels Version des klassischen Sweatshirts f?r jeden Tag.;100% Baumwolle (grau meliert enth?lt 10% Polyester);Herren;Pullover;Langarm;;Rundhals;Fair;;244 g/m?;Baumwolle;US;aa5454.jpg
AA5495;California Fleece Pullover Hoodie;American Apparel;American Apparels Ausgabe des klassischen, leichten Sport Hoodies mit Kordel.;100% Baumwolle (grau meliert enth?lt 10% Polyester);Herren;Pullover;Langarm;;Mit Kapuze;Fair;;244 g/m?;Baumwolle;US;aa5495.jpg
AA6322;Sheer Jersey 2-Sided Top;American Apparel;"Ein einzigartiges Top zum Drehen - Scoop Neck so herum; Boat Neck andersherum. ";100% Jersey-Baumwolle ;Damen;T-Shirts;Kurzarm;;Rundhals;Fair;;129 g/m?;Baumwolle;US;aa6322.jpg
AAF497;Flex Fleece Zip Hoodie;American Apparel;Anschmiegsam-weicher, sportlicher Unisex Kapuzenpullover aus speziellem Flex Fleece Stoff.;50% Polyester / 50% Baumwoll-Fleece;Herren;Sweatjacken;Langarm;;Mit Kapuze;Fair;;278 g/m?;Polyestergemisch;US;aaf497.jpg
AATR308;Tri-Blend Racerback Tank;American Apparel;Absolut sexy Tank Top mit weitem Arm-Ausschnitt und einem extra schmalen R?cken. Aus ultra-weichem Tri-Blend Garn. ;Tri-Blend Polyestermischgewebe (50% Polyester / 25 % Baumwolle / 25% Rayon) ;Damen;T-Shirts;?rmellos;;Boat-Neck;Fair;;125 g/m?;Polyester;US;aatr308.jpg
AATR401;Tri-Blend Short Sleeve Track Shirt;American Apparel;L?ssiger Schnitt, samtweiches Gef?hl und Strapazierf?higkeit eines Vintage T-Shirts vereinen sich in einer brandneuen Version.;Tri-Blend Polyestermischgewebe (50% Polyester / 25 % Baumwolle / 25% Rayon) ;Herren;T-Shirts;Kurzarm;;Rundhals;Fair;;132 g/m?;Polyestergemisch;US;aatr401.jpg
ALM1004;Unisex Colorblock Short Sleeve Tee;All Sport;Jacquard-Gewebe, Antibakterielles Funktions-T-Shirts, Kontrastfarbe am Raglanauschnitt ?ber die Seiten und vollfl?chig ?ber den R?cken, Doppeln?hte, Flatlockn?hte in abgesetzter Kontrastfarbe, Logof?hnchen unten;;Herren;T-Shirts;Kurzarm;;Rundhals;;;;Polyester;PH;alm1004.jpg
ALM1009;Unisex Performance Short Sleeve Tee;All Sport;Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, Eingesetzte ?rmel, Interlock;;Herren;T-Shirts;Kurzarm;;Rundhals;;;;Polyester;GT;alm1009.jpg
ALM1021;Men?s Short Sleeve Interlock Pieced Tee;All Sport;Interlock, Netzeinsatz an den Seiten, Antibakterielles Funktions T-Shirts, Flatlocknaht in Kontrastfarbe;;Herren;T-Shirts;Kurzarm;;Rundhals;;;;Polyester;ID;alm1021.jpg
ALM1029;Unisex Performance Short Sleeve Raglan Tee;All Sport;Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, Interlock;;Herren;T-Shirts;Kurzarm;;Rundhals;;;;Polyester;GT;alm1029.jpg
ALM1101;Men?s Performance Triblend Short Sleeve Tee;All Sport;Gek?mmte und ringgesponnene Baumwolle, Farblich abgestimmte Naht. einen Ton dunkler als Material (bei schwarz einen Ton hellere Naht, bei wei? grau abgestimmte Naht), Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell;;Herren;T-Shirts;Kurzarm;;Rundhals;;;;Polyestergemisch;GT;alm1101.jpg
ALM1829;Unisex Performance 3-Button Raglan Polo;All Sport;Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, Raglan-?rmel, Stehkragen, Interlock;;Herren;Poloshirts;Kurzarm;;Knopfleiste;;;;Polyester;GT;alm1829.jpg
ALM3009;Unisex Performance Long Sleeve Tee;All Sport;Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, Interlock;;Herren;T-Shirts;Langarm;;Rundhals;;;;Polyester;GT;alm3009.jpg
ALM3101;Men?s Performance Triblend Long Sleeve Hooded Pullover;All Sport;Gek?mmte und ringgesponnene Baumwolle, Farblich abgestimmte Naht. einen Ton dunkler als Material, Raglan-?rmel, Eingesetzte ?rmel, Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell;;Herren;Pullover;;;Mit Kapuze;;;;Polyestergemisch;GT;alm3101.jpg
ALM3102;Men?s Performance Triblend Long Sleeve Tee;All Sport;Gek?mmte und ringgesponnene Baumwolle, Farblich abgestimmte Naht. einen Ton dunkler als Material (bei schwarz einen Ton hellere Naht, Bei wei?em Material. grau abgestimmte Ziernaht.), Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell;;Herren;T-Shirts;Langarm;;Rundhals;;;;Polyestergemisch;GT;alm3102.jpg
ALW1009;Women?s Performance Short Sleeve Tee;All Sport;Feuchtigkeitsableitend, Antimikrobiell, Eingesetzte ?rmel, U-Ausschnitt, Interlock;;Damen;T-Shirts;Kurzarm;;Rundhals;;;;Polyester;GT;alw1009.jpg
ALW1101;Women?s Performance Triblend Short Sleeve Tee;All Sport;Gek?mmte und ringgesponnene Baumwolle, Farblich abgestimmte Naht. einen Ton dunkler als Material (bei schwarz einen Ton hellere Naht, bei wei? grau abgestimmte Naht), Eingesetzte ?rmel, Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell;;Damen;T-Shirts;Kurzarm;;Rundhals;;;;Polyestergemisch;GT;alw1101.jpg
ALW2002;Women?s Mesh Back Sports Bra;All Sport;"Antimikrobiell, Atmungsaktiver ""Racer-Back"" aus Netzstoff f?r festen Halt, Optimale Passform durch StretchFlex Technik, Vorne doppellagig, Elasthan knit Jersey";;Damen;T-Shirts;?rmellos;;Boat-Neck;;;;Polyestergemisch;PH;alw2002.jpg
ALW2022;Women?s Sports Bra;All Sport;Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, StretchFlex;;Damen;T-Shirts;?rmellos;;Boat-Neck;;;;Nylon;GT;alw2022.jpg
ALW2079;Women?s Performance Racerback Tank;All Sport;Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, Racerback, L?ngerer Schnitt, Unterer Saum abgerundet, Interlock;;Damen;T-Shirts;?rmellos;;Boat-Neck;;;;Polyester;GT;alw2079.jpg
ALW2170;Women?s Performance Triblend Racerback Tank;All Sport;Gek?mmte und ringgesponnene Baumwolle, Farblich abgestimmte Naht. einen Ton dunkler als Material (bei schwarz einen Ton hellere Naht, bei wei? grau abgestimmte Naht), Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell;;Damen;T-Shirts;?rmellos;;Rundhals;;;;Polyestergemisch;GT;alw2170.jpg
ALW3009;Women?s Performance Long Sleeve Tee;All Sport;Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, Interlock;;Damen;T-Shirts;Langarm;;Rundhals;;;;Polyester;GT;alw3009.jpg
ALW3101;Women?s Performance Triblend Long Sleeve Hooded Pullover With Runner?s Thumb;All Sport;Gek?mmte und ringgesponnene Baumwolle, Farblich abgestimmte Naht. einen Ton dunkler als Material (bei schwarz einen Ton hellere Naht),  Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell;;Damen;Pullover;Langarm;;Mit Kapuze;;;;Polyestergemisch;GT;alw3101.jpg
AR021;Boyzz&Girlzz Hooded Bathrobe;A&R;Frottee Bademantel mit Kapuze, Weiches Material ist aus 100% Baumwolle, Warm und ideal. wenn in Bad und Bett verwendet;;Kinder;Badem?ntel;;;Mit Kapuze;;;;Baumwolle;TR;ar021.jpg
AR022;Babiezz Bathrobe with Hood;A&R;Frottee Bademantel mit Kapuze, Warm und ideal. wenn in Bad und Bett verwendet, Weiches Material aus 100% Baumwolle;;Babies;Badem?ntel;;;Mit Kapuze;;;;Baumwolle;TR;ar022.jpg
AR025;Bademantel mit Schalkragen;A&R;Sch?n und weich zu tragen, Gro?z?gige Gr??en, bestellen Sie eine Gr??e kleiner als Sie normalerweise verwenden, Pastel: Ivory, Light Blue, Light Pink, White, Medium: Aqua Blue, Bright Yellow, Lime Green, Pink, Sand, Pastel und Medium Farben bis 60�C, Dark Farben bis 40�C waschbar, Waschbar bis 60� C;100% Baumwolle;;Badem?ntel;Langarm;;;;;385 g/m?;Baumwolle;TR;ar025.jpg
AR033;Washcloth;A&R;Mit diagonalem Satinstreifen an der Bord?re - ?ko-Tex-Standard 100 - Flauschig weicher Waschhandschuh - Pastel: Ivory, White, Light Pink, Light Blue - Medium: Aqua Blue, Bright Yellow, Lime Green, Pink, Sand - Dark: Black, Chocolate Brown, French Navy, Aubergine, Bright Orange, Anthracite Grey, Fire Red, Dark Green, True Blue, Purple - Pastel und Medium Farben bis 60 �C, Dark Farben bis 40 �C waschbar;100% Baumwolle;;Handt?cher;;;;;;500 g/m?;Baumwolle;TR;ar033.jpg
AR034;Guest Towel;A&R;Mit diagonalem Satinstreifen an der Bord?re - Sehr gute Trocknungseigenschaften - ?ko-Tex-Standard 100 - Weiches G?stetuch - Pastel: Ivory, White, Light Pink, Light Blue - Medium: Aqua Blue, Bright Yellow, Lime Green, Pink, Sand - Dark: Black, Chocolate Brown, French Navy, Aubergine, Bright Orange, Anthracite Grey, Fire Red, Dark Green, True Blue, Purple - Pastel und Medium Farben bis 60 �C, Dark Farben bis 40 �C waschbar;100% Baumwolle;;Handt?cher;;;;;;500 g/m?;Baumwolle;TR;ar034.jpg
AR035;Fashion Handtuch;A&R;Dichtes Gewebe, Ideal f?r Veredelungen, Sauber gearbeitete Bord?re, Robuste Verarbeitung, Pastel: Ivory, White, Medium: Aqua Blue, Bright Yellow, Lime Green, Pink, Sand, Dark: Black, Chocolate Brown, French Navy, Aubergine, Bright Orange, Anthracite Grey, Fire Red, Dark Green, True Blue, Purple;100% Baumwolle;;Handt?cher;;;;;;500 g/m?;Baumwolle;TR;ar035.jpg
AR036;Bath Towel;A&R;Mit diagonalem Satinstreifen an der Bord?re - Sehr gute Trockungseigenschaften - ?ko-Tex-Standard 100 - Weiches Badetuch - Pastel: Ivory, White, Light Pink, Light Blue - Medium: Aqua Blue, Bright Yellow, Lime Green, Pink, Sand - Dark: Black, Chocolate Brown, French Navy, Aubergine, Bright Orange, Anthracite Grey, Fire Red, Dark Green, True Blue, Purple - Pastel und Medium Farben bis 60 �C, Dark Farben bis 40 �C waschbar;100% Baumwolle;;Handt?cher;;;;;;500 g/m?;Baumwolle;TR;ar036.jpg
AR037;Beach Towel;A&R;Mit diagonalem Satinstreifen an der Bord?re - Sehr gute Trocknungseigenschaften - ?ko-Tex-Standard 100 - Pastel: Ivory, White, Light Pink, Light Blue - Medium: Aqua Blue, Bright Yellow, Lime Green, Pink, Sand - Dark: Black, Chocolate Brown, French Navy, Aubergine, Bright Orange, Anthracite Grey, Fire Red, Dark Green, True Blue, Purple - Pastel und Medium Farben bis 60 �C, Dark Farben bis 40 �C waschbar;100% Baumwolle;;Handt?cher;;;;;;500 g/m?;Baumwolle;TR;ar037.jpg
AR038;Big Towel;A&R;Mit diagonalem Satinstreifen an der Bord?re, Zwei Bord?ren 1.5 cm, Sehr gute Trocknungseigenschaften, Oeko-Tex-Standard 100, Pastel: Ivory. White. Light Pink, Medium: Aqua Blue. Lime Green. Pink. Sand. Light Purple, Dark: Black. French Navy. Anthracite Grey. Chocolate Brown. Graphite. Purple, Pastel und Medium Farben bis 60 �C. Dark Farben bis 40 �C waschbar;100% Baumwolle;;Handt?cher;;;;;;500 g/m?;Baumwolle;TR;ar038.jpg
AR070;PrintMe Hand Towel;A&R;Handtuch, Bedruckbare Bord?re ca. 11 cm;;;Handt?cher;;;;;;;Baumwolle;TR;ar070.jpg
AR071;PrintMe Bath Towel;A&R;Badetuch, Bedruckbare Bord?re ca. 11 cm;;;Handt?cher;;;;;;;Baumwolle;TR;ar071.jpg
AR073;PrintMe Sport Towel;A&R;Sport Handtuch, Bedruckbare Bord?re ca. 10 cm;;;Handt?cher;;;;;;;Baumwolle;TR;ar073.jpg
AR080;SubliMe Hand Towel;A&R;Handtuch, Sublimationf?hige Bord?re ca. 10 cm, Handtuch 100% Baumwolle, Sublimationsband 100% Polyester;;;Handt?cher;;;;;;;Baumwolle;TR;ar080.jpg
AR081;SubliMe Bath Towel;A&R;Badetuch, Sublimationsf?hige Bord?re ca. 11 cm, Hergestellt 100% Baumwolle, Bord?re 100% Polyester;;;Handt?cher;;;;;;;Baumwolle;TR;ar081.jpg
AR083;SubliMe Sport Towel;A&R;Sport Handtuch, Sublimationsf?hige Bord?re ca. 8 cm hoch, Hergestellt aus 100% Baumwolle, Bord?re 100% Polyester;;;Handt?cher;;;;;;;Baumwolle;TR;ar083.jpg
AR099B;SubliMe All-Over Bath Towel;A&R;Badetuch kann komplett sublimiert werden, Eine Seite Baumwolle. die andere Seite Polyester, Hergestellt durch eine spezielle Webtechnik, Perfekt f?r den Fotodruck;;;Handt?cher;;;;;;;Baumwollgemisch;TR;ar099b.jpg
AR099G;SubliMe All-Over Print Guest Towel;A&R;G?stetuch kann komplett sublimiert werden, Eine Seite Baumwolle. die andere Seite Polyester, Hergestellt durch eine spezielle Webtechnik, Perfekt f?r den Fotodruck;;;Handt?cher;;;;;;;Baumwollgemisch;TR;ar099g.jpg
AR099H;SubliMe All-Over Print Hand Towel;A&R;Handtuch kann komplett sublimiert werden, Eine Seite Baumwolle. die andere Seite Polyester, Hergestellt durch eine spezielle Webtechnik, Perfekt f?r den Fotodruck;;;Handt?cher;;;;;;;Baumwollgemisch;TR;ar099h.jpg
ARB032;Baby Hooded Towel;A&R;Super soft, Kapuzenhandtuch, Ma?e 75 x 75 cm;;Babies;Handt?cher;;;Mit Kapuze;;;;Baumwolle;TR;arb032.jpg
AT300;Army Cap;Atlantis;Cap im Military-Look, Umlaufendes Band, Verk?rzter Schirm, Klettverschluss;100% Baumwolle;;Caps;;;;;;;Baumwolle;CN;at300.jpg
AT301;Tank Cap;Atlantis;Milit?rform - Geb?rstete Baumwolle - Klettverschluss - Schwei?band: 35% Baumwolle / 65% Polyester - Unstrukturiertes Stirnsegment - Vier Ziern?hte auf M?tzenschirm - Zierelement am M?tzenschirmrand;100% Baumwolle;;Caps;;;;;;;Baumwolle;CN;at301.jpg
AT302;Marathon Hat;Atlantis;f?nf Segmente, faltbarer Schild, Nylonband mit PVC-Verschluss, reflektierendes Band am Schild, Reflexpaspel auf der Krone, weiches Frontsegment, atmungsaktiv,  Polyester-Schwei?band;100% Polyester;;Caps;;;;;;;Polyester;CN;at302.jpg
AT303;Uniform Cap;Atlantis;Milit?r-Form, Verschluss mit Klettband, Baumwoll Schwei?band, Gewaschener Stoff, Stirnsegment unstrukturiert, Schirm vorgekr?mmt, Vier N?hte auf dem Schirm;100% Baumwolle;;Caps;;;;;;;Baumwolle;CN;at303.jpg
